"","state","plant_name","cen_tract_id","region_meta","year","status","community_ownership","source","median_age","protesters_mean","letters_use","courts_use","legislation_use","is_anti_wind","longitude","latitude","gop_per","med_inc","white_perc","his_lat_perc","black_perc","pop_den","total_mw","n_turbs","turb_ht"
"553","IA","rolling hills wind farm",19029190300,"Midwest",2011,"Operating",0,"operational",45.6,NA,NA,NA,NA,0,-94.7744,41.1973,0.724137931,47279,0.982278481,0.009493670886,0.001265822785,8.311422975,443.9,193,262.4
"554","SD","rolling thunder wind farm",46059975600,"Midwest",2009,"Operating",0,"operational",46.5,NA,NA,NA,NA,0,-99.133889,44.477778,0.8325791855,46737,0.983933162,0.005784061697,0,1.112214955,25,10,262.4
"555","ME","rollins wind project",23019027000,"Northeast",2011,"Operating",0,"operational",42.3,NA,0,3,1,1,-68.3802,45.34598,0.6426242869,31094,0.9628318584,0.009832841691,0.002949852507,74.96953056,60,40,262.4
"556","NM","roosevelt county",35041000402,"West",2015,"Operating",0,"operational",36.3,NA,0,0,0,0,-103.511111,33.926111,0.8613861386,43219,0.6753387534,0.3029810298,0.00460704607,2.541017389,250,125,262.4
"557","TX","route 66 wind plant",48065950200,"South",2015,"Operating",0,"operational",40.9,NA,0,0,0,0,-101.434167,35.205278,0.8897849462,57973,0.8708827404,0.1006587615,0.006851119895,7.031922418,150,75,262.4
"558","ID","ryegrass windfarm",16039960100,"West",2012,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.439731,43.037147,0.6982167353,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,23,10,262.4
"559","ID","salmon falls wind park",16083001500,"West",2011,"Operating",0,"operational",39.2,NA,NA,NA,NA,0,-114.989167,42.681944,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,21,14,262.4
"560","TX","salt fork wind project, llc",48129950300,"South",2016,"Operating",0,"operational",49.3,NA,0,0,0,0,-100.934408,35.18172,0.803030303,46953,0.9061728395,0.07283950617,0.007407407407,1.75784653,174,87,262.4
"561","OR","sand ranch windfarm llc",41049970200,"West",2009,"Operating",0,"operational",46.6,NA,NA,NA,NA,0,-119.4767,45.6447,0.786163522,40568,0.9017632242,0.05824937028,0.0009445843829,1.84216591,9.9,6,262.4
"562","IL","settlers trail wind farm llc",17075950500,"Midwest",2011,"Operating",0,"operational",44.2,NA,0,3,2,1,-87.570833,40.694444,0.6762589928,41852,0.9522200772,0.02606177606,0.008445945946,50.61247679,150.4,94,262.4
"563","MN","shane's wind machine",27117460100,"Midwest",2006,"Operating",1,"operational",41.8,NA,NA,NA,NA,0,-96.1361,44.1508,0.7416666667,47941,0.9628727937,0.01886792453,0.001217285453,7.008718695,1.3,1,262.4
"564","VT","sheffield wind",50005957000,"Northeast",2011,"Operating",0,"operational",43.5,33,4,20,9,1,-72.1013,44.67598,0.4323432343,43052,0.9670175439,0.009356725146,0.001871345029,21.59560012,40,16,262.4
"565","TX","sherbino i wind farm",48371950500,"South",2008,"Operating",0,"operational",37.6,NA,NA,NA,NA,0,-102.355628,30.807272,0.8703703704,32183,0.297542735,0.6093304843,0.08351139601,1.649576661,150,50,262.4
"566","TX","sherbino ii",48371950500,"South",2011,"Operating",0,"operational",37.6,NA,0,0,0,0,-102.505808,30.772575,0.4270557029,32183,0.297542735,0.6093304843,0.08351139601,1.649576661,145,58,262.4
"567","CA","shiloh iii wind project llc",6095253500,"West",2011,"Operating",0,"operational",54.6,NA,NA,NA,NA,0,-121.846944,38.169444,0.5256410256,54341,0.7002255728,0.1723851359,0.04760774071,37.80869776,102.5,50,262.4
"568","CA","shiloh wind project 2 llc",6095253500,"West",2009,"Operating",0,"operational",54.6,NA,NA,NA,NA,0,-121.8461,38.1711,0.5256410256,54341,0.7002255728,0.1723851359,0.04760774071,37.80869776,150,75,262.4
"569","TX","silver star i wind power project",48133950500,"South",2008,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-98.476111,32.338611,0.8990825688,26125,0.768788501,0.2221765914,0.001642710472,11.5615092,60,24,262.4
"570","KS","slate creek wind project llc",20191962600,"Midwest",2015,"Operating",0,"operational",44.8,NA,0,1,0,0,-97.2376,37.1146,0.8048780488,55366,0.9425734024,0.02590673575,0.007340241796,9.457003228,150,75,262.4
"571","OK","sleeping bear llc",40059952100,"South",2007,"Operating",0,"operational",42.1,NA,NA,NA,NA,0,-99.500556,36.640278,0.9137931034,49000,0.8160651921,0.1647264261,0.001164144354,2.922136432,94.5,45,262.4
"572","CA","solano wind",6095253500,"West",2006,"Operating",1,"operational",54.6,NA,0,0,0,0,-121.769031,38.116415,0.4697986577,54341,0.7002255728,0.1723851359,0.04760774071,37.80869776,63,21,262.4
"573","TX","south plains wind phase i",48153950500,"South",2015,"Operating",0,"operational",39.1,NA,0,0,0,0,-101.323611,34.080556,0.6433121019,44278,0.4637681159,0.5057208238,0.02173913043,4.846540636,200,100,262.4
"574","UT","spanish fork wind park 2 llc",49049010411,"West",2008,"Operating",0,"operational",28,NA,NA,NA,NA,0,-111.582222,40.071389,0.5753623188,88750,0.9402784014,0.02941176471,0.001796138303,44.13108121,18.9,9,262.4
"575","KS","spearville 3 llc",20057961600,"Midwest",2012,"Operating",0,"operational",42.2,NA,NA,NA,NA,0,-99.838056,37.851111,0.9222797927,52318,0.8935500787,0.09491347666,0.001573151547,4.391967774,100.8,63,262.4
"576","TX","spinning spur wind ii",48359950100,"South",2014,"Operating",0,"operational",34.4,NA,0,0,0,0,-102.682778,35.276944,0.8760330579,51111,0.8279727096,0.1184210526,0.02923976608,1.367513783,161,87,262.4
"577","TX","spinning spur wind iii",48359950100,"South",2015,"Operating",0,"operational",34.4,NA,0,0,0,0,-102.721111,35.295,0.8760330579,51111,0.8279727096,0.1184210526,0.02923976608,1.367513783,194,97,262.4
"578","TX","spinning spur wind llc",48359950100,"South",2012,"Operating",0,"operational",34.4,NA,NA,NA,NA,0,-102.203056,35.2375,0.8461538462,51111,0.8279727096,0.1184210526,0.02923976608,1.367513783,161,70,262.4
"579","CO","spring canyon expansion wind energy ctr",8075965900,"West",2014,"Operating",0,"operational",47.3,NA,NA,NA,NA,0,-103.077222,40.964167,0.7924528302,42813,0.9220183486,0.06605504587,0.003669724771,1.98034868,63,40,262.4
"580","NV","spring valley wind project",32033970100,"West",2012,"Operating",0,"operational",46.6,550,0,5,2,1,-114.492222,39.104167,0.7845303867,49527,0.8517534538,0.09617428268,0.004250797024,0.2913185906,150,66,262.4
"581","NY","steel winds ii",36029017400,"Northeast",2012,"Operating",1,"operational",28.5,NA,0,0,0,0,-78.8617,42.8072,0.5065789474,20028,0.4784562517,0.130319852,0.3285752049,1296.68212,15,6,262.4
"582","NY","steel winds wind farm",36029017400,"Northeast",2007,"Operating",1,"operational",28.5,NA,NA,NA,NA,0,-78.8675,42.8167,0.5065789474,20028,0.4784562517,0.130319852,0.3285752049,1296.68212,20,8,262.4
"583","ME","stetson wind i",23029955100,"Northeast",2009,"Operating",0,"operational",44.6,NA,0,1,0,0,-67.9944,45.4822,0.6095505618,31898,0.7387084733,0.004106009705,0.002612915267,1.969180521,57,38,262.4
"584","ME","stetson wind ii",23029955100,"Northeast",2010,"Operating",0,"operational",44.6,NA,NA,NA,NA,0,-67.971,45.61498,0.6095505618,31898,0.7387084733,0.004106009705,0.002612915267,1.969180521,25.5,17,262.4
"585","PA","stony creek wind farm llc",42111021200,"Northeast",2009,"Operating",0,"operational",45.2,NA,1,8,0,0,-78.8153,40.0311,0.8637532134,46726,0.9867503487,0.003486750349,0.001743375174,44.03897974,52.5,35,262.4
"586","TX","sweetwater wind 5",48353950500,"South",2007,"Operating",0,"operational",42,NA,NA,NA,NA,0,-100.4833,32.236944,0.8534482759,47543,0.7046783626,0.2744883041,0.009137426901,3.862872822,80.5,35,262.4
"587","MN","taconite ridge 1 wind energy center",27137012800,"Midwest",2008,"Operating",0,"operational",45.4,NA,NA,NA,NA,0,-92.5917,47.5747,0.4216281896,41667,0.9642857143,0.005494505495,0.002747252747,56.80017555,25,10,262.4
"588","OK","taloga wind llc",40043959300,"South",2011,"Operating",0,"operational",45.4,NA,NA,NA,NA,0,-98.968333,35.855556,0.9117647059,45972,0.8917881811,0.03837298542,0.007674597084,2.755961235,130,54,262.4
"589","ND","tatanka wind power llc",38021973300,"Midwest",2008,"Operating",0,"operational",44.4,NA,0,0,0,0,-98.946325,45.959325,0.7327935223,50852,0.9733333333,0.007333333333,0.006666666667,1.585422955,180,120,262.4
"590","ID","thousand springs wind park",16083001500,"West",2011,"Operating",0,"operational",39.2,NA,NA,NA,NA,0,-114.967778,42.870278,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,12,8,262.4
"591","OR","threemile canyon",41049970100,"West",2009,"Operating",0,"operational",33.3,NA,0,0,0,0,-119.9375,45.6758,0.7312138728,44927,0.5444541703,0.4141553082,0.004126547455,26.00212365,9.9,6,262.4
"592","NE","tpw petersburg",31011960100,"Midwest",2011,"Operating",0,"operational",44.4,NA,0,0,0,0,-97.961194,41.864583,0.8095238095,41656,0.9795918367,0.009652509653,0.005239933811,5.373271555,40.5,27,262.4
"593","TX","trinity hills",48503950200,"South",2011,"Operating",0,"operational",42.8,NA,0,0,0,0,-98.711944,33.383611,0.8294753086,33892,0.7778766971,0.1825061206,0.01869574894,15.73092114,225,90,262.4
"594","ID","tuana gulch wind park",16083001500,"West",2011,"Operating",0,"operational",39.2,NA,NA,NA,NA,0,-114.969342,42.836854,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,10.5,7,262.4
"595","ID","tuana springs",16083001500,"West",2010,"Operating",0,"operational",39.2,NA,0,0,0,0,-115.0164,42.8925,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,16.8,8,262.4
"596","WA","tucannon river wind farm",53013960200,"West",2014,"Operating",0,"operational",48.3,NA,0,0,0,0,-118.026944,46.421111,0.8461538462,43611,0.8948013732,0.06228543404,0.002942618931,4.694754354,266.8,116,262.4
"597","WA","tuolumne wind project",53039950100,"West",2009,"Operating",0,"operational",47.3,NA,0,0,0,0,-120.8072,45.8797,0.7459807074,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,96.6,42,262.4
"598","ID","two ponds windfarm",16039960100,"West",2012,"Operating",0,"operational",46.3,NA,NA,NA,NA,0,-115.482592,43.033781,0.7219730942,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,23,10,262.4
"599","TX","tx hereford wind",48117950600,"South",2014,"Operating",0,"operational",37.7,NA,NA,NA,NA,0,-102.174444,34.748056,0.6084099869,52500,0.5020822488,0.4794377928,0.003123373243,2.578943318,200,104,262.4
"600","TX","tx jumbo road wind",48069950100,"South",2015,"Operating",0,"operational",40,NA,NA,NA,NA,0,-102.253333,34.72,0.5888888889,44444,0.6621941594,0.3299131807,0.0007892659826,3.026979725,299.7,162,262.4
"601","TX","tyler bluff wind project, llc",48097000200,"South",2016,"Operating",0,"operational",40.3,NA,0,0,0,0,-97.372009,33.703851,0.9118773946,62898,0.9430845771,0.03482587065,0.0007960199005,20.72055215,125.6,52,262.4
"602","OR","vansycle ii wind energy center",41059950300,"West",2009,"Operating",0,"operational",42.1,NA,NA,NA,NA,0,-118.591389,45.899167,0.723880597,51343,0.8863718087,0.06975907947,0.002157497303,14.22689445,98.9,43,262.4
"603","CA","vasco winds",6013355112,"West",2011,"Operating",0,"operational",49.9,NA,0,1,0,0,-121.718055,37.790833,0.5849056604,185769,0.7681107316,0.06201689736,0.02067229912,55.25270505,78.2,34,262.4
"604","CO","vestas towers america, inc.",8101002806,"West",2010,"Operating",0,"operational",42.8,NA,0,0,2,1,-104.62,38.1728,0.2127659574,59063,0.7212276215,0.2401250355,0.01250355215,10.41135556,1.8,1,262.4
"605","IA","vienna wind farm",19127950100,"Midwest",2012,"Operating",0,"operational",46.9,NA,NA,NA,NA,0,-92.776111,42.159444,0.6469740634,53047,0.9642370572,0.01634877384,0.001702997275,20.66385226,103.5,45,262.4
"606","CA","wagner wind llc",6065044522,"West",2012,"Operating",1,"operational",41.8,NA,NA,NA,NA,0,-116.555556,33.908889,0,37518,0.4565217391,0.4885151764,0.02707136998,81.99380577,6,2,262.4
"607","OR","wagon trail llc",41049970200,"West",2009,"Operating",0,"operational",46.6,NA,NA,NA,NA,0,-119.4625,45.6531,0.786163522,40568,0.9017632242,0.05824937028,0.0009445843829,1.84216591,3.3,2,262.4
"608","TX","wake wind energy center",48107950100,"South",2016,"Operating",0,"operational",42.3,NA,NA,NA,NA,0,-101.099722,33.825,0.7057654076,40745,0.4717994628,0.4803043868,0.04252461952,5.478737137,257.25,150,262.4
"609","MN","wapsipinicon wind project",27099001400,"Midwest",2009,"Operating",0,"operational",39.8,NA,0,0,0,0,-92.6822,43.8006,0.6416184971,59741,0.9738406659,0.009809750297,0.005350772889,16.10913009,100.5,67,262.4
"610","OR","ward butte windfarm llc",41059950500,"West",2009,"Operating",0,"operational",40.4,NA,NA,NA,NA,0,-119.4097,45.6967,0.7619047619,53795,0.859186918,0.08108108108,0.004315239609,10.62527744,6.6,4,262.4
"611","IA","wellsburg wind project",19075960400,"Midwest",2014,"Operating",0,"operational",44.3,NA,NA,NA,NA,0,-92.966667,42.390833,0.7723004695,51313,0.9762459245,0.009781089893,0.003726129483,16.60283839,140.8,60,262.4
"612","TX","whirlwind energy center",48153950500,"South",2007,"Operating",0,"operational",39.1,NA,NA,NA,NA,0,-101.0986,34.105,0.6426229508,44278,0.4637681159,0.5057208238,0.02173913043,4.846540636,59.8,26,262.4
"613","TX","wildorado wind llc",48359950100,"South",2007,"Operating",0,"operational",34.4,NA,NA,NA,NA,0,-102.303056,35.291944,0.8461538462,51111,0.8279727096,0.1184210526,0.02923976608,1.367513783,161,70,262.4
"614","MN","willmar",27067780700,"Midwest",2009,"Operating",0,"operational",40.1,NA,0,0,1,0,-95.053236,45.121705,0.4639344262,45487,0.8434782609,0.130931677,0.006956521739,815.9682392,4,2,262.4
"615","TX","windthorst-2",48009020300,"South",2014,"Operating",0,"operational",39.6,NA,NA,NA,NA,0,-98.5,33.495278,0.9423868313,38486,0.8583287216,0.1236856669,0,11.11411273,64.4,28,262.4
"616","WA","windy flats wind project",53039950100,"West",2009,"Operating",0,"operational",47.3,NA,NA,NA,NA,0,-120.8339,45.7269,0.8138297872,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,262.2,114,262.4
"617","IA","wolverine",19001960100,"Midwest",2010,"Operating",0,"operational",44.6,NA,1,16,8,0,-94.4447,41.3931,0.6002638522,43382,0.9774274454,0.01289860265,0.00179147259,10.2111288,1.5,1,262.4
"618","ID","yahoo creek",16083001500,"West",2010,"Operating",0,"operational",39.2,NA,NA,NA,NA,0,-114.988611,42.770833,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,21,14,262.4
"619","CA","alta wind energy center i",6029006007,"West",2011,"Operating",0,"operational",45.5,1000,0,1,0,1,-118.353422,35.033725,0.7489769107,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,150,100,262
"620","CA","alta wind energy center ii",6029006007,"West",2011,"Operating",0,"operational",45.5,1000,0,1,0,1,-118.295278,35.023889,0.7489769107,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,150,50,262
"621","CA","alta wind energy center iv",6029006500,"West",2011,"Operating",0,"operational",38.5,NA,NA,NA,NA,0,-118.242222,35.008611,0.8888888889,34339,0.3435559006,0.5904503106,0.0164984472,6.566770924,102,34,262
"622","CA","alta wind x",6029005900,"West",2014,"Operating",0,"operational",29.6,NA,0,0,0,0,-118.2,35.06,0.513739546,19464,0.402619114,0.3909166899,0.1652270828,189.9487197,138,48,262
"623","CA","anheuser-busch #2",6095252305,"West",2014,"Operating",1,"operational",38.8,NA,NA,NA,NA,0,-122.0925,38.233611,0.3564545151,85313,0.4822755254,0.1785183613,0.1050732329,266.1681705,3.7,2,262
"624","PA","armenia mountain wind farm",42015950700,"Northeast",2009,"Operating",0,"operational",44.7,27,2,9,0,1,-76.8553,41.7619,0.8585858586,37159,0.9660426643,0.008271658685,0.007618633,47.32478913,100.5,67,262
"625","NJ","bayonne mua- leitner-poma wind turbine",34017010800,"Northeast",2012,"Operating",1,"operational",38.3,NA,NA,NA,NA,0,-74.117778,40.652778,0.4377622378,80156,0.5472478524,0.2885777919,0.05186127903,1799.276624,1.5,1,262
"626","ME","beaver ridge wind",23027046001,"Northeast",2008,"Operating",1,"operational",44.1,21,1,19,32,1,-69.35,44.4967,0.4894613583,50893,0.9707187223,0.007098491571,0.003992901508,36.30774085,4.5,3,262
"627","MN","bent tree wind farm phase 1",27047180200,"Midwest",2011,"Operating",0,"operational",44.5,127,1,4,2,1,-93.450429,43.724596,0.5769230769,55060,0.9700182815,0.0168190128,0.00365630713,16.42235946,201.3,122,262
"628","IN","benton county wind farm",18007100300,"Midwest",2008,"Operating",0,"operational",40.6,NA,0,1,3,1,-87.4886,40.695,0.8048780488,44792,0.871883061,0.1147893379,0.004729148753,14.92975294,130.5,87,262
"629","MA","berkshire wind power project",25003935100,"Northeast",2011,"Operating",1,"operational",50.3,NA,0,18,1,1,-73.275,42.586667,0.4076923077,79145,0.9603305785,0.01487603306,0.004545454545,35.68472105,15,10,262
"630","WA","big horn wind ii",53039950100,"West",2011,"Operating",0,"operational",47.3,NA,0,0,0,0,-120.3039,45.9192,0.7513812155,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,50,25,262
"631","WA","big horn wind project",53039950100,"West",2006,"Operating",0,"operational",47.3,NA,0,0,0,0,-120.2896,45.8877,0.7513812155,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,199,133,262
"632","IL","blackstone wind farm ii llc",17063000600,"Midwest",2010,"Operating",0,"operational",39.3,NA,0,2,0,1,-88.53,41.1406,0.6402877698,66563,0.9379499486,0.04970860473,0.003085361673,19.37332167,200,132,262
"633","IL","blackstone wind farm llc",17099963700,"Midwest",2009,"Operating",0,"operational",41.3,NA,0,0,0,0,-88.6233,41.1508,0.6240875912,51315,0.9397611521,0.04214963119,0.004741833509,39.0210996,102,68,262
"634","OK","blue canyon windpower",40031002200,"South",2003,"Operating",0,"operational",44.1,NA,NA,NA,NA,0,-98.577311,34.850781,0.7408536585,54447,0.7580808081,0.06144781145,0.02575757576,20.98020585,74.25,45,262
"635","OK","blue canyon windpower ii",40015161800,"South",2005,"Operating",0,"operational",43.7,NA,NA,NA,NA,0,-98.6056,34.8661,0.7156862745,31894,0.6093312597,0.1091757387,0.009642301711,14.96322369,151,84,262
"636","OK","blue canyon windpower v llc",40031002200,"South",2009,"Operating",0,"operational",44.1,NA,NA,NA,NA,0,-98.4525,34.8217,0.7617449664,54447,0.7580808081,0.06144781145,0.02575757576,20.98020585,99,66,262
"637","TX","buffalo gap 3 wind farm",48441013600,"South",2008,"Operating",0,"operational",41,NA,NA,NA,NA,0,-100.1,32.2878,0.875,46223,0.8442247849,0.1290499725,0.008054182684,20.16473827,170.2,74,262
"638","IL","camp grove wind farm",17175951500,"Midwest",2007,"Operating",0,"operational",43.2,NA,0,0,0,0,-89.639811,41.090583,0.7375886525,57071,0.974006684,0.008540660973,0.004455997029,17.06188923,150,100,262
"639","PA","casselman wind power project",42111021500,"Northeast",2007,"Operating",0,"operational",43.4,NA,0,0,0,0,-79.138,39.85,0.8258258258,44643,0.9864319765,0.005133846718,0.00366703337,59.63009299,34.5,23,262
"640","KS","cedar bluff wind, llc",20195955800,"Midwest",2015,"Operating",0,"operational",49.3,NA,NA,NA,NA,0,-99.729289,38.697606,0.7916666667,39655,0.9670109963,0.01699433522,0.00433188937,3.373890085,198.6,111,262
"641","WI","cedar ridge",55039041900,"Midwest",2008,"Operating",0,"operational",43.5,NA,0,1,0,1,-88.329742,43.692647,0.7482352941,60994,0.9616991643,0.0204735376,0.00208913649,49.85997784,67.7,41,262
"642","KS","cimarron bend wind project i, llc",20025967100,"Midwest",2016,"Operating",0,"operational",44.9,NA,NA,NA,NA,0,-99.991,37.355,0.8453608247,37931,0.8880361174,0.07358916479,0,2.272651755,200,100,262
"643","CA","city of soledad water reclamation",6053011101,"West",2014,"Operating",1,"operational",28.5,NA,NA,NA,NA,0,-121.340278,36.421111,0.1712328767,36614,0.1042791056,0.8671935235,0.004047802621,27.61492549,1,1,262
"644","KS","cloud county wind farm",20029977100,"Midwest",2008,"Operating",1,"operational",45.7,NA,NA,NA,NA,0,-97.6644,39.4375,0.8888888889,33945,0.9748615254,0.009799744354,0.000852151683,6.195482638,201,67,262
"645","TX","colbec's corner, llc",48065950100,"South",2016,"Operating",0,"operational",44.6,NA,NA,NA,NA,0,-101.186622,35.254184,0.8636363636,51792,0.9082530373,0.0599078341,0.003770423125,6.272688482,200,112,262
"646","CO","colorado green holdings llc",8099000700,"West",2003,"Operating",0,"operational",38.1,NA,NA,NA,NA,0,-102.6231,37.7033,0.6789883268,39271,0.6405405405,0.3463963964,0.004504504505,2.250136407,162,108,262
"647","ND","courtenay wind farm",38093967000,"Midwest",2016,"Operating",0,"operational",47.1,NA,0,0,2,0,-98.594722,47.179722,0.7112299465,57204,0.9769080235,0.00626223092,0.00156555773,2.005137063,200,100,262
"648","IA","crane creek wind energy center",19089960300,"Midwest",2009,"Operating",0,"operational",43,NA,NA,NA,NA,0,-92.473611,43.397778,0.6325966851,47134,0.977548767,0.00993743099,0.003312476997,11.12994728,99,66,262
"649","OK","drift sand wind project llc",40051000700,"South",2016,"Operating",0,"operational",41.7,NA,NA,NA,NA,0,-97.957222,34.827778,0.8092307692,38512,0.8584058942,0.03174815807,0.002411252512,15.50917789,108,54,262
"650","WY","dunlap",56007968100,"West",2010,"Operating",0,"operational",43.5,NA,0,1,3,1,-106.160278,42.043611,0.8417721519,38698,0.9365466748,0.04026845638,0.005491153142,0.6145982452,111,74,262
"651","KS","elk river wind",20015020100,"Midwest",2005,"Operating",0,"operational",38.3,191,0,4,1,1,-96.5503,37.5797,0.9166666667,54744,0.8581480889,0.04173996482,0.07708300016,8.243584094,150,100,262
"652","MN","elm creek wind llc",27063480100,"Midwest",2008,"Operating",0,"operational",46.7,NA,0,0,0,0,-94.9497,43.7542,0.6476190476,54375,0.9775922671,0.01054481547,0,6.672908015,99,66,262
"653","AK","eva creek wind",2068000100,"West",2013,"Operating",1,"operational",41.5,NA,0,0,1,0,-148.9,64.058333,0.5593220339,72500,0.8838992333,0.02300109529,0.00547645126,0.1431998429,24.6,12,262
"654","MA","fairhaven wind",25005655100,"Northeast",2012,"Operating",1,"operational",43.1,81,2,15,16,1,-70.873372,41.639061,0.4828244275,66205,0.9401183432,0.01230769231,0.01065088757,639.2362147,3,2,262
"655","NY","fenner wind",36053940600,"Northeast",2001,"Operating",0,"operational",40.9,NA,0,0,1,1,-75.762536,42.988989,0.5588599752,52194,0.9591808108,0.01038013747,0.004628980222,63.65059775,30,20,262
"656","IA","flying cloud power partners llc",19059450200,"Midwest",2003,"Operating",0,"operational",46.6,NA,NA,NA,NA,0,-95.2997,43.3897,0.6942934783,62526,0.9834862385,0.00504587156,0.001376146789,11.99094093,43.5,29,262
"657","IN","fowler ridge iv wind farm llc",18007100200,"Midwest",2016,"Operating",0,"operational",42.1,NA,0,0,0,0,-87.378056,40.620556,0.6484375,48458,0.9495987159,0.03402889246,0.004173354735,28.99824918,150,65,262
"658","ME","fox island wind llc",23013971100,"Northeast",2009,"Operating",1,"operational",45.2,26,0,11,7,1,-68.865833,44.094167,0.3255208333,46141,0.968339307,0.005973715651,0.001792114695,32.52231778,4.5,3,262
"659","IA","franklin county wind farm",19069360300,"Midwest",2012,"Operating",0,"operational",42.4,NA,0,0,0,0,-93.336453,42.606737,0.6985507246,48750,0.9129267357,0.08055235903,0.0007671653241,8.934179513,99,60,262
"660","WY","glenrock",56009956600,"West",2008,"Operating",0,"operational",43.9,NA,4,10,6,0,-105.835278,43.0181,0.8293413174,58036,0.9292423294,0.05103318723,0.002504696306,0.7634224395,99,66,262
"661","CA","golden acorn casino",6073021100,"West",2014,"Operating",1,"operational",39.6,NA,0,0,0,0,-116.354587,32.702107,0.6793248945,54258,0.5453946502,0.3528791672,0.02266438266,16.84305338,1.85,1,262
"662","WA","goodnoe hills",53039950100,"West",2008,"Operating",0,"operational",47.3,NA,0,0,0,0,-120.521151,45.781825,0.6766275347,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,94,47,262
"663","MT","gordon butte wind llc",30059000100,"West",2012,"Operating",1,"operational",50.1,NA,NA,NA,NA,0,-110.337777,46.411944,0.7476923077,31577,0.9661554733,0.01480698043,0.00105764146,0.7905806195,9,6,262
"664","MN","grand meadow",27099001200,"Midwest",2008,"Operating",0,"operational",43.3,NA,0,0,0,0,-92.705,43.7189,0.6132596685,56938,0.9632653061,0.01530612245,0.00306122449,13.53204573,100.5,67,262
"665","ME","hancock wind plant",23009965100,"Northeast",2016,"Operating",0,"operational",45.6,NA,0,0,0,0,-68.146944,44.760833,1,44615,0.9707218576,0.01009591116,0.001514386673,2.640890472,56.1,17,262
"666","IL","heartland community college",17113000104,"Midwest",2012,"Operating",1,"operational",26,NA,0,0,1,0,-89.019,40.537,0.377675841,44153,0.7240557389,0.05537220389,0.1473230656,1723.339011,1.7,1,262
"667","IL","high trail wind farm llc",17113005602,"Midwest",2007,"Operating",0,"operational",41.4,NA,0,0,0,0,-88.7989,40.4792,0.6537313433,57900,0.9538878843,0.02169981917,0.004068716094,16.69971431,198,120,262
"668","IA","iowa lakes superior wind farm",19059451000,"Midwest",2009,"Operating",0,"operational",52.5,NA,NA,NA,NA,0,-94.980278,43.445,0.6398467433,58386,0.9878526646,0.004702194357,0.0007836990596,23.03258732,10.5,7,262
"669","NJ","jersey-atlantic wind farm",34001001300,"Northeast",2006,"Operating",1,"operational",37.3,NA,0,0,0,0,-74.4475,39.382222,0.03221288515,45966,0.09828629032,0.1088709677,0.7348790323,303.8306332,7.5,5,262
"670","ME","kibby wind power project",23007970102,"Northeast",2009,"Operating",0,"operational",48.6,NA,0,0,2,1,-70.5258,45.3853,0.5441176471,37237,0.9807073955,0.004287245445,0.001071811361,1.577949186,132,44,262
"671","OR","klondike wind power",41055950100,"West",2002,"Operating",0,"operational",48.2,NA,0,0,1,0,-120.5507,45.5563,0.6885714286,41354,0.9155807365,0.05552407932,0.001133144476,2.142785633,24.5,16,262
"672","OR","klondike windpower ii",41055950100,"West",2005,"Operating",0,"operational",48.2,NA,NA,NA,NA,0,-120.593,45.571,0.6885714286,41354,0.9155807365,0.05552407932,0.001133144476,2.142785633,75,50,262
"673","IA","lakota wind wind farm",19109950100,"Midwest",2009,"Operating",0,"operational",49,NA,NA,NA,NA,0,-94.1475,43.3839,0.6810344828,50333,0.970709571,0.02103960396,0.002475247525,6.996837784,10.5,7,262
"674","TX","langford wind power",48413950300,"South",2009,"Operating",0,"operational",33.7,NA,0,1,0,0,-100.67882,31.085435,0.856741573,55186,0.5408841375,0.4438023693,0.009245882693,2.640713918,150,100,262
"675","UT","latigo wind park",49037978100,"West",2016,"Operating",0,"operational",34.8,NA,0,2,0,1,-109.36839,37.886706,0.6937716263,43024,0.850251789,0.09620991254,0.002120328651,1.691837475,62.1,27,262
"676","WV","laurel mountain",54001965800,"South",2011,"Operating",0,"operational",41.6,10,5,10,7,1,-79.8866,39.0072,0.7678571429,30689,0.9822281167,0.006100795756,0.001856763926,125.5622443,97.6,61,262
"677","OR","leaning juniper",41021960100,"West",2006,"Operating",0,"operational",49.7,NA,0,0,0,0,-120.209783,45.652457,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,100.5,67,262
"678","MA","lightolier wind i turbine",25005642500,"Northeast",2012,"Operating",0,"operational",44.1,NA,NA,NA,NA,0,-71.117222,41.745556,0.4296536797,67381,0.9411113571,0.0199247288,0.01704671242,210.9273008,2,1,262
